review_rating,review_text,review_text_plus,review_text_minus
5,Достоинства:Просто не подошли,,
4,"Достоинства:Не подошёл размер,пишут маломерит,по факту большемерят",,
5,"Кроссовки просто шикарные!!! Отказался только потому, что оказались немного маловаты... Очень жаль, что не подошли!!!",,
5,"Недостатки:Пока все чётко, дальше видно будет",,
1,Достоинства:Маленькие пи..д..ц,,
5,Достоинства:Все аккуратно прошито,,
4,"Достоинства:Ботинки хорошие, качественные
Недостатки:Маломерят",,
1,Недостатки:маломерит на один размер,,
4,"Недостатки:Следы клея, и подошва местами плохо выплавленна, но смотрятся не плохо",,
5,"Достоинства:Лёгкие, удобные кросовки",,
5,"Достоинства:Удобно, тепло и вполне неплохо
Недостатки:Пока нет
Комментарий:За такие деньги очень даже неплохо. Посмотрим как будут носиться.",,
5,"Достоинства:Комфортные
Комментарий:На ноге очень удобно сидят",,
5,Достоинства:Крутые,,
5,"Достоинства:Хорошие но политика WB худшее что есть
Недостатки:Их нет
Комментарий:Кроссовки хорошие но из за нехорошей политики WB вынужден был вернуть к сожалению",,
4,Недостатки:Везде следы клея,,
2,"Товар полное г.. . Qr-код не сканируется. Продавец вопросы блокирует.
Первоначальный отзыв",,
5,"Удобные, красивые. На качество посмотрим, на первый взгляд неплохие ботинки",,
5,Достоинства:Шик,,
5,"Достоинства:Кроссовки легкие и удобные. Нормально одевать. На зиму не подойдут (внутри шерсть и, думаю, подошва будет скользить на снегу). Они и заявлены как демисезонные. Размеру соответствуют.",,
3,"Достоинства:сидят нормально
Недостатки:запах , конкретный китай
Комментарий:отказ . не доверил качеству",,
5,"Достоинства:За что ценю Reebok - это эстетика и удобство ношения. Подошли в размер. Комфортно носить, влагу держат. Доволен",,
5,Супер,,
5,,,
5,"Достоинства:Красивые, удобные.
Комментарий:Жаль размер не подошёл :(",,
