review_rating,review_text,review_text_plus,review_text_minus
5,"Визуально- шикарные кроссовки для похода. Соответствует описанию, Цена - приемлемая. Посмотрим как покажут себя в деле. Рекомендую!!!!",,
5,Недостатки:На широкую ногу 45 размера оказались малы,,
5,"На широкую ногу 45 размера как раз. Нам оказались коротки по высоте где щиколотка. А так классные. Очень жаль, у нас очень проблемные ноги",,
5,"Достоинства:Офигенные
Комментарий:Отличные, подходят на 45 размер, широкая нога. Нам оказались низковатые в щиколотке",,
5,"Достоинства:Шикарные красовки, смело можете заказывать😻",,
5,Достоинства:Пока все нравится.удобные.,,
5,"Хорошая, прочная обувь! Весной проверю в деле. На 44 заказал 45. Только-только, думаю, еще разношу.",,
5,"Отличные ботинки. Натуральная кожа. Стоят не дорого. На холодную осень и небольшой минус зимой самое то , ноги не мерзнут и не потеют. Подошва не скользит. Обработала водоотталкивающим спреем, ботинки не промокают. А какие они красивые!
Первоначальный отзыв",,
5,"Достоинства:С виду. Кроссовки. Крепкие. На мой 44 размер подошёл 46.
Недостатки:Нет.
Комментарий:, вылетает пятка. Если перешнуровать. Затянуть потуже. Всё нормально. Колодка вроде удобная. Посмотрим в деле.",,
5,"Достоинства:У мужа 44 размер, взяла 45, стелька на сантиметр короче чем нужно. Надо брать на два размера больше и только на узкую ногу. Качество отличное за такую цену.",,
4,Недостатки:Очень тяжёлые...,,
5,"Достоинства:Отличные кроссовки, мужу очень понравились. Рекомендую к покупке.",,
5,Недостатки:Жестковаты,,
5,"Достоинства:Удобные ,качественные, превосходные!
Недостатки:Нет!
Комментарий:45р это 29см ,оправдали ожидания! Под стелькой прошиты!",,
5,"Достоинства:Очень удобные
Недостатки:Нету
Комментарий:Стелька просто кайф, идешь как по воздуху Очень мягко",,
5,"Достоинства:Подошли очень хорошо. С размером угадал, стелька вполне удобная. У меня на ногах косточки торчат, боялся, что будет больно, но когда туфли одетые и при ходьбе нет никаких болевых ощущений. Подошва с хорошим протектором, ходил уже и по грязи и по снегу, вроде, нормально. При -5*С ноги не мёрзнут.
Недостатки:Тяжеловаты: где-то по 500 грамм. Шнурки затягивать не очень удобно они плохо затягиваются. Попала вода сверху и протекла внутрь в районе языка, хотя по описанию этого не должно было быть. При ходьбе по луже они не текут.
Комментарий:Хотел покупать реплику под лейблом Асид за 5000 руб. Мерил в местном магазе, тоже понравились, но решил в пользу за 3500 руб эти взять.",,
5,"Крутые кроссовкт, сыну очень понравились. Рекомендую.",,
5,"Классные, тактические. Не угадала с размером, поэтому отказ.",,
5,"Достоинства:Удобные, тёплые, прочные и водостойкие",,
5,"Достоинства:Кросовки, отличные. Даже по снежной дороге подошва не скользит. Немного маломерят. На 45 размер, заказали 46",,
5,"Достоинства:Отличные. Не подошел размер, заказали другой.
Недостатки:Нет",,
5,"Достоинства:Кроссовки отличные, но не пошел размер.
Недостатки:Нет",,
