review_rating,review_text,review_text_plus,review_text_minus
5,Достоинства:Как на фото,,
5,Достоинства:Отличные красовки муж доволен!,,
5,"Достоинства:Кроссовки очень удобные, качество супер. На ноге сидят хорошо, не спадывают и не давят. Удобно то, что не надо завязывать шнурки. Рекомендую к покупке.
Недостатки:Нет",,
3,Недостатки:Ботиночки со скипом!!Скрипят при ходьбе ооочень громко!,,
5,"Достоинства:Кроссовки хорошие, не подошёл размер",,
4,"На узкую ногу,",,
5,Достоинства:выбрали другую модель,,
5,"Достоинства:Очень удобные, размер соответствует",,
5,Достоинства:Очень рад,,
4,Недостатки:В подъёме немножко маловато.,,
5,"Достоинства:Сыну понравились, спасибо",,
4,Недостатки:Маломерят! Взял 46 на 45! Впритык!!! Думаю разносятся!!!!,,
5,Достоинства:Супер мужу очень понравились.,,
4,"Достоинства:Внешне неплохо смотрятся
Недостатки:Даже надеть не смог, на очень узкую ногу. Поэтому о соответствии размеру трудно сказать.",,
5,"Достоинства:По Привету!!!))) Чёткие, прошыл сразу! Это, кожа кому не значительно жмут, растяжки пенные в помощь!!! Благодарность Продавцу!!!))) 👍👍👍🤝🤝🤝",,
4,"Достоинства:Качество хорошее
Недостатки:Маломерят
Комментарий:Пришли быстро упаковано хорошо, но маломерит немного",,
5,"Достоинства:Отличные,но немного давило сверху ногу видимо не наш размер.",,
5,"Достоинства:Отличные
Недостатки:Выбрали другие",,
5,,,
5,"Достоинства:Классные кросовки, удобные",,
5,"Достоинства:Отличные, но малы",,
4,"Недостатки:Маломерки.
Комментарий:Не полошли, не понравились",,
5,"Кроссовки хорошие , но на узкую ногу",,
5,"Недостатки:На узкую ногу. Жесткие....нужно разнашивать)
Комментарий:По качеству вопросов нет. Фабричные кроссовки)",,
3,Не понравились,,
5,"Обувь хорошая , но на узкую стопу, а качество хорошее",,
5,"Супер , кожа , муж очень доволен",,
5,"Муж вначале отнёсся к моему подарку с недоверием, но когда стал носить, понравилось. Лёгкие, очень удобные, тёплые, Ходит, как в домашних тапочках, Не знаю, может они не для молодёжи, а вот для старшего поколения - самое то!",,
5,Просто супер,,
5,"Удобные и ноские кроссовки, беру и другие изделия этого производителя. Износостойкая и симпатичная обувь. В выборе не разочаровался ни разу ..",,
5,"Отличная вещь. Служили долго. Под конец начала трескаться подошва, но модель очень и очень удачная.",,
5,"Кроссовки-огонь! Четвертый год ношу, форму держат отлично. Только стельки поменял. Носил и на охоту, рыбалку, в горы и в степь, в снег и в грязь. В общем в любую погоду и в любой ландшафт! Если они когда-нибудь ""умрут"", обязательно куплю ещë одни такие же! Однозначно пять звëзд!",,
5,Очень хорошие кроссовки. Рекомендую,,
5,"Симпатичные, аккуратные, но оказались узковаты, поэтому отказ.",,
3,Маломерят и узкие,,
5,В ЗАКРЕПЕ!,,
5,Очень классные кроссовки.,,
5,Все прекрасно подошло,,
1,Обувь из дермонтина !!!,,
