review_rating,review_text,review_text_plus,review_text_minus,review_text_comment
5,"До этого покупали в магазине такие же, отходил 2 сезона, как новые, заказали тут хаки, посмотрим как будут в носке",Нет,Нет,"До этого покупали в магазине такие же, отходил 2 сезона, как новые, заказали тут хаки, посмотрим как будут в носке"
5,Достоинства:Дизайн и качество отменные. Молодцы!,Дизайн и качество отменные. Молодцы!,Нет,Нет
5,"Кроссовки очень понравились,теплые,качественно сделаны",Нет,Нет,"Кроссовки очень понравились,теплые,качественно сделаны"
4,Достоинства:Узкие. Возврат,Узкие. Возврат,Нет,Нет
5,"Достоинства:Отличное качество, размер соответствует, легкий вес.","Отличное качество, размер соответствует, легкий вес.",Нет,Нет
5,"Достоинства:Красивые кроссовки. Качественно сделаны. Это заметно. Подошла не тонкая. Ноги мерцуть точно не будут. С мехом.
Недостатки:Недостатков нет",Красивые кроссовки. Качественно сделаны. Это заметно. Подошла не тонкая. Ноги мерцуть точно не будут. С мехом.,Недостатков нет,Нет
5,Достоинства:Мягкие. Удобные.,Мягкие. Удобные.,Нет,Нет
5,Достоинства:Бомба!!!!,Бомба!!!!,Нет,Нет
5,"Достоинства:Натуральная кожа,натуральная замша,натуральный мех!
Комментарий:Кросы просто класс🔥🔥🔥из натуральных материалов!до этого носил adidas,Nike-они просто отдыхают !потому что сделаны из синтетики и стоят космос…Эти кросы полностью из натуральных материалов,очень удобные,качество🔥для тех кто в теме и на стиле🔥канают и со спортиком и с джинсами,вобщем бомба💥💥💥💥","Натуральная кожа,натуральная замша,натуральный мех!",Нет,"Кросы просто класс🔥🔥🔥из натуральных материалов!до этого носил adidas,Nike-они просто отдыхают !потому что сделаны из синтетики и стоят космос…Эти кросы полностью из натуральных материалов,очень удобные,качество🔥для тех кто в теме и на стиле🔥канают и со спортиком и с джинсами,вобщем бомба💥💥💥💥"
5,"Достоинства:Очень удобные, идут в размер. Выписали на размер больше, оказались велики, поэтому отказ.","Очень удобные, идут в размер. Выписали на размер больше, оказались велики, поэтому отказ.",Нет,Нет
5,"Достоинства:Кросы шикарные, идут в размер.","Кросы шикарные, идут в размер.",Нет,Нет
5,"Достоинства:Кроссовки хорошие, достойные, на ноге смотрятся аккуратно, но не подошёл размер, перезакажем.","Кроссовки хорошие, достойные, на ноге смотрятся аккуратно, но не подошёл размер, перезакажем.",Нет,Нет
2,Недостатки:оч. тяжёлые и вся замша потёртая,Нет,оч. тяжёлые и вся замша потёртая,Нет
5,"Достоинства:Материал отличный, тканевых элементов нет, что радует. Подошва действительно высокая. Мех внутри добротный 👍. Качество офигенное
Недостатки:Коротковаты в высоту, возможно в кроссовки будет попадать снег. Но это наверное не минус. Кому-то именно низкие кроссовки нужны.
Комментарий:Идеальные кроссовки по качеству","Материал отличный, тканевых элементов нет, что радует. Подошва действительно высокая. Мех внутри добротный 👍. Качество офигенное","Коротковаты в высоту, возможно в кроссовки будет попадать снег. Но это наверное не минус. Кому-то именно низкие кроссовки нужны.",Идеальные кроссовки по качеству
5,"Достоинства:Хорошие, не подошел размер","Хорошие, не подошел размер",Нет,Нет
5,"Достоинства:Очень хорошее качество, запах действительно кожи, нигде нет клея, качественно проклеены, удобные и не грамозкие, на ноге смотрятся аккуратно.","Очень хорошее качество, запах действительно кожи, нигде нет клея, качественно проклеены, удобные и не грамозкие, на ноге смотрятся аккуратно.",Нет,Нет
5,"Достоинства:Кроссовки отличные.Густой мех.Идут в размер.Ноге уютно и комфортно.
Комментарий:Рекомендуем !!!!!",Кроссовки отличные.Густой мех.Идут в размер.Ноге уютно и комфортно.,Нет,Рекомендуем !!!!!
5,Достоинства:Кроссовки супер.,Кроссовки супер.,Нет,Нет
2,Недостатки:Не понравились,Нет,Не понравились,Нет
5,"Достоинства:Отличные, но взяли черные","Отличные, но взяли черные",Нет,Нет
5,"Достоинства:Кроссовки супер , качество отличное, в размер. Рекомендую , не пожалеете. Муж очень доволен ! Спасибо","Кроссовки супер , качество отличное, в размер. Рекомендую , не пожалеете. Муж очень доволен ! Спасибо",Нет,Нет
2,"Достоинства:Тяжёлые, неудобные. Очень дешёвый Китай. Давно такого не встречал.
Недостатки:Большемерят, тяжёлые, подошва вогнутая внутрь, на ноге совсем несмотрятся
Комментарий:Не рекомендую к покупке","Тяжёлые, неудобные. Очень дешёвый Китай. Давно такого не встречал.","Большемерят, тяжёлые, подошва вогнутая внутрь, на ноге совсем несмотрятся",Не рекомендую к покупке
2,"Достоинства:Красивые на картинке и не более
Недостатки:Большемерят, тяжёлые, неудобные. Напомнили СССР, прощай молодость. Очень дешёвый Китай.
Комментарий:Не рекомендую к покупке",Красивые на картинке и не более,"Большемерят, тяжёлые, неудобные. Напомнили СССР, прощай молодость. Очень дешёвый Китай.",Не рекомендую к покупке
5,"Достоинства:На вид качественные удобные!
Недостатки:Время покажет",На вид качественные удобные!,Время покажет,Нет
5,"Достоинства:Супер. 43 размер соответствует длине по стельке 28,5 см","Супер. 43 размер соответствует длине по стельке 28,5 см",Нет,Нет
4,Недостатки:Тяжёлые,Нет,Тяжёлые,Нет
5,"Отлично смотрятся, качество обуви хорошее . Сын доволен.",Нет,Нет,"Отлично смотрятся, качество обуви хорошее . Сын доволен."
1,Достоинства:Не понравились. Выглядят не как на фото.,Не понравились. Выглядят не как на фото.,Нет,Нет
5,"Достоинства:Хорошие, но сын сказал, очень тяжелые","Хорошие, но сын сказал, очень тяжелые",Нет,Нет
5,"Достоинства:очень понравилось качество, фото соответствует, ребенок остался доволен","очень понравилось качество, фото соответствует, ребенок остался доволен",Нет,Нет
5,Достоинства:Сын,Сын,Нет,Нет
5,"Достоинства:Хорошие, удобные, нужно брать на размер больше
Недостатки:Мех не натуральный","Хорошие, удобные, нужно брать на размер больше",Мех не натуральный,Нет
5,"Достоинства:Кросовки супер, соответствует размеру","Кросовки супер, соответствует размеру",Нет,Нет
5,"Достоинства:Кроссовки удобные, теплые .Подошва не скользкая
Недостатки:Нет
Комментарий:Хорошо выглядят","Кроссовки удобные, теплые .Подошва не скользкая",Нет,Хорошо выглядят
4,"Достоинства:Натуральный мех и кожа, выглядят отлично
Недостатки:Шнуровка в самом верху, нужно перешнуровывать, отходит язычок и образуется дырка","Натуральный мех и кожа, выглядят отлично","Шнуровка в самом верху, нужно перешнуровывать, отходит язычок и образуется дырка",Нет
5,"ОТЛИЧНО СДЕЛАНЫ , НА НОГЕ ХОРОШО СИДЯТ , СВОБОДНЫЕ, ОШИБСЯ С РАЗМЕРОМ , ПЕРЕЗАКАЗАЛ ПОМЕНЬШЕ .",Нет,Нет,"ОТЛИЧНО СДЕЛАНЫ , НА НОГЕ ХОРОШО СИДЯТ , СВОБОДНЫЕ, ОШИБСЯ С РАЗМЕРОМ , ПЕРЕЗАКАЗАЛ ПОМЕНЬШЕ ."
5,"Достоинства:Хорошие кроссовки, мужу понравились","Хорошие кроссовки, мужу понравились",Нет,Нет
5,"Достоинства:Отличные крассовки,взяли размер по меньше..
Недостатки:Нет","Отличные крассовки,взяли размер по меньше..",Нет,Нет
4,"Достоинства:Кроссовки хорошие
Недостатки:Сильно короткие, костяшка открытая",Кроссовки хорошие,"Сильно короткие, костяшка открытая",Нет
5,"Достоинства:Забрали, мужу понравились. Качество не плохое, посмотрим в сезоне.","Забрали, мужу понравились. Качество не плохое, посмотрим в сезоне.",Нет,Нет
3,"Достоинства:Внешний вид
Недостатки:Шерсть искуственная!!!
Комментарий:Пойдёт. Почему не написать правду о подкладке? Три звезды за враньё. Ещё посмотрим как будут носиться.",Внешний вид,Шерсть искуственная!!!,Пойдёт. Почему не написать правду о подкладке? Три звезды за враньё. Ещё посмотрим как будут носиться.
4,"Достоинства:Теплые, из натуральной кожи
Недостатки:Выглядят немного грубовато
Комментарий:Ориентировалась на отзывы, и не угадала с размером.","Теплые, из натуральной кожи",Выглядят немного грубовато,"Ориентировалась на отзывы, и не угадала с размером."
5,"Достоинства:Очень понравились кроссовки,удобные,тёплые,качество отличное,идут в размер.","Очень понравились кроссовки,удобные,тёплые,качество отличное,идут в размер.",Нет,Нет
5,"Достоинства:Отказ в пользу другой модели,а так качество огонь 🔥","Отказ в пользу другой модели,а так качество огонь 🔥",Нет,Нет
5,Достоинства:Оказались большими,Оказались большими,Нет,Нет
3,"Достоинства:Качество хорошее,но увы брак
Недостатки:Пришли с браком","Качество хорошее,но увы брак",Пришли с браком,Нет
4,Достоинства:Большемерят,Большемерят,Нет,Нет
5,Достоинства:👍🏽,👍🏽,Нет,Нет
5,"Достоинства:Офигенные!космические!качество как в ссср. Сыну не зашло…именно по внешнему виду. У меня аж сердце защемило.ботинки померяли. У сына 45-й. Я брала 46-й. Отличная посадка.отказ….
Недостатки:Нет",Офигенные!космические!качество как в ссср. Сыну не зашло…именно по внешнему виду. У меня аж сердце защемило.ботинки померяли. У сына 45-й. Я брала 46-й. Отличная посадка.отказ….,Нет,Нет
5,"Достоинства:Качественно сшиты, но тяжеловаты.","Качественно сшиты, но тяжеловаты.",Нет,Нет
5,Достоинства:Хорошие ботинки мужу понравились цена и качество на высоте,Хорошие ботинки мужу понравились цена и качество на высоте,Нет,Нет
5,"Достоинства:В размер
Комментарий:Сын доволен",В размер,Нет,Сын доволен
5,"Достоинства:Не плохие кроссовки ,на первый взгляд качественные ,на ноге смотрится симпатично . Посмотрим ,как будут в носке .
Недостатки:Доставка отвратительная ,задержка на 5 дней ,уже хотели отказаться.","Не плохие кроссовки ,на первый взгляд качественные ,на ноге смотрится симпатично . Посмотрим ,как будут в носке .","Доставка отвратительная ,задержка на 5 дней ,уже хотели отказаться.",Нет
5,"Достоинства:Носка покажет.на вид и как на ноге сидит удобно,красиво, качество самое главное)","Носка покажет.на вид и как на ноге сидит удобно,красиво, качество самое главное)",Нет,Нет
4,"Достоинства:Без дефектов, ровно сшито! Мех искусственный!
Недостатки:Пока не наблюдаю","Без дефектов, ровно сшито! Мех искусственный!",Пока не наблюдаю,Нет
5,"Достоинства:Качество хорошее, швы ровные. На наш 48 смотрятся аккуратно. Как будут в носке, покажет время.","Качество хорошее, швы ровные. На наш 48 смотрятся аккуратно. Как будут в носке, покажет время.",Нет,Нет
1,"Недостатки:Тяжёлые, на узкую ногу.",Нет,"Тяжёлые, на узкую ногу.",Нет
1,"Ценник увеличили, покупал по объявленной цене, а после получения сняли большую сумму. Наверное к возврату.",Нет,Нет,"Ценник увеличили, покупал по объявленной цене, а после получения сняли большую сумму. Наверное к возврату."
5,"Достоинства:Теплые,красивые, но, узковаты Пришлось отказаться","Теплые,красивые, но, узковаты Пришлось отказаться",Нет,Нет
5,"Достоинства:Хорошие кроссовки, идут в размер.","Хорошие кроссовки, идут в размер.",Нет,Нет
5,Достоинства:Удобные,Удобные,Нет,Нет
5,"Достоинства:Качественные ботинки
Недостатки:Нет
Комментарий:Натуральная кожа и шерсть,ровные строчки и современная модель.На 46 взяли 47.Спасибо,рекомендую.",Качественные ботинки,Нет,"Натуральная кожа и шерсть,ровные строчки и современная модель.На 46 взяли 47.Спасибо,рекомендую."
4,"Мне понравились, сын сказал тяжёлые, выбрал другие",Нет,Нет,"Мне понравились, сын сказал тяжёлые, выбрал другие"
5,"Достоинства:Качественные , хорошие кроссовки. Но не подошел размер , оказались большеваты.","Качественные , хорошие кроссовки. Но не подошел размер , оказались большеваты.",Нет,Нет
