review_rating,review_text,review_text_plus,review_text_minus,review_text_comment
5,Достоинства:Маломерят,Маломерят,Нет,Нет
3,Кожаные. Удобные. Через три месяца подошва стёрлась в районе пятки до дыр.,Нет,Нет,Кожаные. Удобные. Через три месяца подошва стёрлась в районе пятки до дыр.
4,"Достоинства:Хорошее качество , не чем не пахнут
Недостатки:Разорванная упаковка перевязаная резинкой","Хорошее качество , не чем не пахнут",Разорванная упаковка перевязаная резинкой,Нет
2,Заломы повились сильные уже на второй день,Нет,Нет,Заломы повились сильные уже на второй день
5,"отличные кросовки,все хорошо прошито,отсуствует неприятный запах,красиво выгоядит на ноге",Нет,Нет,"отличные кросовки,все хорошо прошито,отсуствует неприятный запах,красиво выгоядит на ноге"
5,"Кросовки не плохие,удобные при ходьбе, на вид тоже очень красивые.Рекомендую!",Нет,Нет,"Кросовки не плохие,удобные при ходьбе, на вид тоже очень красивые.Рекомендую!"
5,"универсальные кросовки,подходят ко всему,все выполнено безупречно😍😍",Нет,Нет,"универсальные кросовки,подходят ко всему,все выполнено безупречно😍😍"
3,Деревянные,Нет,Нет,Деревянные
5,"Достоинства:Размер соответствует,нет неприятного запаха,все сделанно качественно,удобно,стильно.Всем советую","Размер соответствует,нет неприятного запаха,все сделанно качественно,удобно,стильно.Всем советую",Нет,Нет
5,"Кроссовки очень понравились. Пришли в коробке, чистые. Все в них хорошо - цвет, носок, очень интересно оформлены. Качество тоже отличное. Чтобы не давило большой палец взяла на размер побольше, сели комфортно. Быстрая доставка бонусом.",Нет,Нет,"Кроссовки очень понравились. Пришли в коробке, чистые. Все в них хорошо - цвет, носок, очень интересно оформлены. Качество тоже отличное. Чтобы не давило большой палец взяла на размер побольше, сели комфортно. Быстрая доставка бонусом."
5,"Достоинства:Заказ пришел быстро👍Редко угадываю с размером,а тут все отлично!Удобная колодка,мягкая стелька.После примерки даже снимать не хотелось)))Спасибо продавцу!
Недостатки:нет
Комментарий:Кроссовки очень нравятся!","Заказ пришел быстро👍Редко угадываю с размером,а тут все отлично!Удобная колодка,мягкая стелька.После примерки даже снимать не хотелось)))Спасибо продавцу!",нет,Кроссовки очень нравятся!
5,"Приехали быстро,все сделано аккуратно ,очень прнравиились!🔥🔥",Нет,Нет,"Приехали быстро,все сделано аккуратно ,очень прнравиились!🔥🔥"
5,"Недостатки:их нету
Комментарий:очень коасивые кросовки,удобные,нечего нигде не жмет спасибо большое за качественный товар!",Нет,их нету,"очень коасивые кросовки,удобные,нечего нигде не жмет спасибо большое за качественный товар!"
5,"Достоинства:Заказала внучке на Новый год.Кроссовки симпатичные,аккуратненькие.Все осмотрела,качество хорошее.Швы везде ровно прошиты,нигде ничего не торчит.Хорошо что их выбрала,думаю внучка будет очень рада такому подарку.
Недостатки:Недостатков не нашла.
Комментарий:Качественная обувь.","Заказала внучке на Новый год.Кроссовки симпатичные,аккуратненькие.Все осмотрела,качество хорошее.Швы везде ровно прошиты,нигде ничего не торчит.Хорошо что их выбрала,думаю внучка будет очень рада такому подарку.",Недостатков не нашла.,Качественная обувь.
5,"Достоинства:Качественные, все красиво упаковано.","Качественные, все красиво упаковано.",Нет,Нет
5,"Достоинства:Прекрасные кроссовки!Я нашла то,что искала.Красивый бежевый подходит к основным цветам моего гардероба.Очень порадовала нежная,мягкая внутренняя подкладка.Качество идеальное,хорошая упаковка.
Недостатки:Недостатков не нашла.
Комментарий:Довольна покупкой.","Прекрасные кроссовки!Я нашла то,что искала.Красивый бежевый подходит к основным цветам моего гардероба.Очень порадовала нежная,мягкая внутренняя подкладка.Качество идеальное,хорошая упаковка.",Недостатков не нашла.,Довольна покупкой.
3,"Достоинства:Симпатичные
Недостатки:Подошва жёсткая, в сгибах лопается кожа. Носит сын месяца 2-2,5.",Симпатичные,"Подошва жёсткая, в сгибах лопается кожа. Носит сын месяца 2-2,5.",Нет
5,"Достоинства:Джорданы классные🔥Прям то,что я хотела.Мягкие,удобные и красивые👍
Недостатки:Нету
Комментарий:Довольна!","Джорданы классные🔥Прям то,что я хотела.Мягкие,удобные и красивые👍",Нету,Довольна!
5,"Достоинства:Очень хорошие кроссовки, приехали быстро, приятный материал и удобная подошва, выглядят сильно. Не маломерят, размер подошёл как раз.
Недостатки:Не нашла)
Комментарий:Подойдут для повседневной носки, качество на высшем уровне!","Очень хорошие кроссовки, приехали быстро, приятный материал и удобная подошва, выглядят сильно. Не маломерят, размер подошёл как раз.",Не нашла),"Подойдут для повседневной носки, качество на высшем уровне!"
2,Недостатки:подошва при ходьбе издает неприятный звук.,Нет,подошва при ходьбе издает неприятный звук.,Нет
5,,Нет,Нет,
5,"У меня узкая стопа 24 см 37.5 подошли идеально, довольно жесикое",Нет,Нет,"У меня узкая стопа 24 см 37.5 подошли идеально, довольно жесикое"
4,"Достоинства:Кроссовки неплохие. Но почему язык без поролона? У меня шок от удивления!
Комментарий:Мне кажется, что эти кроссовки можно и зимой носить: толстая подошва, совершенно нескользящая подошва.",Кроссовки неплохие. Но почему язык без поролона? У меня шок от удивления!,Нет,"Мне кажется, что эти кроссовки можно и зимой носить: толстая подошва, совершенно нескользящая подошва."
5,"Достоинства:Удобные, качество хорошее, пришли быстро !
Недостатки:Нет","Удобные, качество хорошее, пришли быстро !",Нет,Нет
