review_rating,review_text,review_text_plus,review_text_minus,review_text_comment
5,"Красовки понравились теплые и стильные, очень качественно прошиты, сын носит второй сезон!",Нет,Нет,"Красовки понравились теплые и стильные, очень качественно прошиты, сын носит второй сезон!"
5,Достоинства:Хорошие,Хорошие,Нет,Нет
5,"Достоинства:Сели идеально, не знаю кому как размер подошёл, у меня размер в размер. Сшиты хорошо . Посмотрим как в носке будут","Сели идеально, не знаю кому как размер подошёл, у меня размер в размер. Сшиты хорошо . Посмотрим как в носке будут",Нет,Нет
1,Недостатки:Через 2 недели пользования подошва лопнула пополам,Нет,Через 2 недели пользования подошва лопнула пополам,Нет
5,"Достоинства:Отличные, но не для зимы. Не подашел размер. На 41 малы. Спасибо.","Отличные, но не для зимы. Не подашел размер. На 41 малы. Спасибо.",Нет,Нет
5,"Достоинства:Хорошие,но больше белые понравились.","Хорошие,но больше белые понравились.",Нет,Нет
5,Достоинства:Хорошие. Размер в размер.,Хорошие. Размер в размер.,Нет,Нет
4,"Товар вернули по браку, заявка была рассмотрена очень быстро, всего пару дней. Деньги вернули практически сразу, как отнесли товар на ПВЗ. Попробуем весной заказать ещё, надеюсь повезёт больше)))
Первоначальный отзыв",Нет,Нет,"Товар вернули по браку, заявка была рассмотрена очень быстро, всего пару дней. Деньги вернули практически сразу, как отнесли товар на ПВЗ. Попробуем весной заказать ещё, надеюсь повезёт больше)))"
5,"Достоинства:Кроссовки просто огонь! Мягкие, удобные, теплые. Описание не преувеличено. Рекомендую","Кроссовки просто огонь! Мягкие, удобные, теплые. Описание не преувеличено. Рекомендую",Нет,Нет
5,"Достоинства:Удобные, покупкой довольны","Удобные, покупкой довольны",Нет,Нет
5,"Достоинства:Хорошенькие на осень весну, внутри тонкий утеплитель, муж рад, как будут носиться время покажет","Хорошенькие на осень весну, внутри тонкий утеплитель, муж рад, как будут носиться время покажет",Нет,Нет
4,"Достоинства:Оказались маловаты, хотя мой размер","Оказались маловаты, хотя мой размер",Нет,Нет
5,"Достоинства:Мой совет, купи себе на космосе будешь чувствовать, очень удобный и комфортный 💣💣💣💣","Мой совет, купи себе на космосе будешь чувствовать, очень удобный и комфортный 💣💣💣💣",Нет,Нет
5,Недостатки:Не подошёл размер,Нет,Не подошёл размер,Нет
5,"Достоинства:Кросовки удобные, носятся хорошо.","Кросовки удобные, носятся хорошо.",Нет,Нет
5,"Достоинства:Отличные кеды, мужу понравились
Недостатки:Нет
Комментарий:Мягкие, теплые, по таблице продавца сращу попадание в размер. Спасибо за точную информацию о товаре и размерах, сейчас это редкость)))","Отличные кеды, мужу понравились",Нет,"Мягкие, теплые, по таблице продавца сращу попадание в размер. Спасибо за точную информацию о товаре и размерах, сейчас это редкость)))"
5,"Достоинства:Очень симпатичные и аккуратные, приятно что положили ложечку в подарок.","Очень симпатичные и аккуратные, приятно что положили ложечку в подарок.",Нет,Нет
5,"Достоинства:Суперские) очень понравились ) размер подошел, качество на высоте","Суперские) очень понравились ) размер подошел, качество на высоте",Нет,Нет
5,"Относительно мягкие, на ногах удобные и комфортные. Подошва прорезиненная, прогибается по всей длине. Мой 42 размер (ступня 27см, в широком месте 24см)как влитые! Смотрится элегантно и богато! Кроссовки в чехлах-мешочках, лопатка. Рекомендую! Продавцу респект! Покупать или нет... решение за Вами.
Первоначальный отзыв",Нет,Нет,"Относительно мягкие, на ногах удобные и комфортные. Подошва прорезиненная, прогибается по всей длине. Мой 42 размер (ступня 27см, в широком месте 24см)как влитые! Смотрится элегантно и богато! Кроссовки в чехлах-мешочках, лопатка. Рекомендую! Продавцу респект! Покупать или нет... решение за Вами."
5,"Достоинства:Одни из многих,которые понравились мужу","Одни из многих,которые понравились мужу",Нет,Нет
1,"От носил 2 недели. Треснула подошва. Цена и качество не соответствует. На рассмотрение возврат отказ. Носил аккуратно
Первоначальный отзыв",Нет,Нет,От носил 2 недели. Треснула подошва. Цена и качество не соответствует. На рассмотрение возврат отказ. Носил аккуратно
5,"Достоинства:Мягкие,теплые-бомба.","Мягкие,теплые-бомба.",Нет,Нет
5,"Достоинства:Отличная обувь.
Недостатки:Не нашла.
Комментарий:Обувь отличная. Выглядят очень добротно. Упакованы хорошо. Запаха нет. В размер. Сын выбрал другую модель, к сожалению... А мне эти кроссовки прям очень понравились.",Отличная обувь.,Не нашла.,"Обувь отличная. Выглядят очень добротно. Упакованы хорошо. Запаха нет. В размер. Сын выбрал другую модель, к сожалению... А мне эти кроссовки прям очень понравились."
3,Ерунда полная. Сын не носил и месяца. Очень сильно пропускают влагу! Сын прошел в дождливую погоду. Ноги и кеды мокрые насквозь!,Нет,Нет,Ерунда полная. Сын не носил и месяца. Очень сильно пропускают влагу! Сын прошел в дождливую погоду. Ноги и кеды мокрые насквозь!
5,"Достоинства:Супер
Недостатки:Нет",Супер,Нет,Нет
5,"Достоинства:Сыну понравились, в эксплуатации уже месяц, все хорошо, тепло ноге,комфортно.
Недостатки:скользкая подошва, учитывая, что это демисезонный вариант .","Сыну понравились, в эксплуатации уже месяц, все хорошо, тепло ноге,комфортно.","скользкая подошва, учитывая, что это демисезонный вариант .",Нет
5,"Достоинства:Очень удобноые, размер соответствует","Очень удобноые, размер соответствует",Нет,Нет
5,"Достоинства:Качество хорошее, но малы","Качество хорошее, но малы",Нет,Нет
