review_rating,review_text,review_text_plus,review_text_minus,review_text_comment
5,Хорошая обувь рекомендую.,Нет,Нет,Хорошая обувь рекомендую.
5,"Достоинства:Кроссовки зорошое , но маломерят берите на размер больше","Кроссовки зорошое , но маломерят берите на размер больше",Нет,Нет
5,"Достоинства:Кроссовки хорошие, но пришел не тот размер, что заказывали.","Кроссовки хорошие, но пришел не тот размер, что заказывали.",Нет,Нет
5,,Нет,Нет,
5,"Достоинства:Хорошие кроссовки, муж доволен .
Недостатки:На белых носках остаются следы от утеплителя.","Хорошие кроссовки, муж доволен .",На белых носках остаются следы от утеплителя.,Нет
5,"Достоинства:Хорошие ботинки , клея нет, рекомендую.","Хорошие ботинки , клея нет, рекомендую.",Нет,Нет
3,Недостатки:Никакой натуральной замши там в помине нет.Все искусственное .За такие деньги не вздумайте взять взять.Реальная цена 2000руб.,Нет,Никакой натуральной замши там в помине нет.Все искусственное .За такие деньги не вздумайте взять взять.Реальная цена 2000руб.,Нет
5,К сожалению малы оказались,Нет,Нет,К сожалению малы оказались
5,"Качественный, красивый товар. Супер. Не подошли по размеру. Отказ. Заказали сразу на размер больше",Нет,Нет,"Качественный, красивый товар. Супер. Не подошли по размеру. Отказ. Заказали сразу на размер больше"
5,"Достоинства:Отличные,вид,модель,насыщенй цвет.
Недостатки:Пока нет,посмотрим как поведут себя в носке.","Отличные,вид,модель,насыщенй цвет.","Пока нет,посмотрим как поведут себя в носке.",Нет
5,"Достоинства:Красивые кроссовки,вид обадленный,будут смотрется как с джинсами так и с класическими брюками.
Комментарий:Вид,цвет,аккуратность изговоления впечатляет, единственное думаю будут не очень тёплыми,для тёплой зимы.","Красивые кроссовки,вид обадленный,будут смотрется как с джинсами так и с класическими брюками.",Нет,"Вид,цвет,аккуратность изговоления впечатляет, единственное думаю будут не очень тёплыми,для тёплой зимы."
5,"Достоинства:Мягкие, ноге комфортно. На 41р подошёл 42","Мягкие, ноге комфортно. На 41р подошёл 42",Нет,Нет
5,"Классные, но не подошли по размеру",Нет,Нет,"Классные, но не подошли по размеру"
5,Достоинства:Маломерят на размер,Маломерят на размер,Нет,Нет
5,"Достоинства:Кроссовки очень классные,брала на подарок. В живую смотрятся лучше чем на фото. Рекомендую.","Кроссовки очень классные,брала на подарок. В живую смотрятся лучше чем на фото. Рекомендую.",Нет,Нет
5,Достоинства:Отличная убовь буду ещё заказывать,Отличная убовь буду ещё заказывать,Нет,Нет
5,"Кроссовки очень удобные и теплые. Меха в прок , нога в тепле и холод не страшен. Плюс ко всему стильная модель. Мужу очень понравились .",Нет,Нет,"Кроссовки очень удобные и теплые. Меха в прок , нога в тепле и холод не страшен. Плюс ко всему стильная модель. Мужу очень понравились ."
5,"Достоинства:Кроссовки нам не подошли. Поэтому отказ.
Комментарий:Спасибо Вб и продавцу.",Кроссовки нам не подошли. Поэтому отказ.,Нет,Спасибо Вб и продавцу.
5,"Достоинства:Стильные
Недостатки:Нету
Комментарий:Сели идеально!Смотрятся стильно!",Стильные,Нету,Сели идеально!Смотрятся стильно!
5,"Достоинства:Всё отлично, понравились! Спасибо. ☺","Всё отлично, понравились! Спасибо. ☺",Нет,Нет
5,"Достоинства:Отличные замшевые кроссы на 9иму в школу. Стильные, удобные. Замша","Отличные замшевые кроссы на 9иму в школу. Стильные, удобные. Замша",Нет,Нет
5,"Все хорошо. Доволен муж, сказал мех подсел после дороги на работу-вечером свободнее, можно шнурки поджимать. Спасибо.только 44 размер на 42 носит. 43 размер вернули. Возраст, может нога пошире.и носки мохра.
Первоначальный отзыв",Нет,Нет,"Все хорошо. Доволен муж, сказал мех подсел после дороги на работу-вечером свободнее, можно шнурки поджимать. Спасибо.только 44 размер на 42 носит. 43 размер вернули. Возраст, может нога пошире.и носки мохра."
1,"Достоинства:Пока не знаю
Недостатки:Приклеенные на соплях
Комментарий:Ни разу даже не успел одеть, езе в пункте выдачи когда мерил порвались 👎🏼и за это я заплатил 5000 🤷🏻‍♂️",Пока не знаю,Приклеенные на соплях,"Ни разу даже не успел одеть, езе в пункте выдачи когда мерил порвались 👎🏼и за это я заплатил 5000 🤷🏻‍♂️"
5,Достоинства:Достойные,Достойные,Нет,Нет
5,"Достоинства:Очень качественные кроссовки
Недостатки:узковаты в стопе",Очень качественные кроссовки,узковаты в стопе,Нет
5,"Достоинства:Ботинки мужу очень понравились, легкие, мягкие и теплые 👍","Ботинки мужу очень понравились, легкие, мягкие и теплые 👍",Нет,Нет
5,Достоинства:Симпатичные,Симпатичные,Нет,Нет
1,"Я простой покупатель ,обув просто *** даже 3000 не стоить ,вообше не кому не советую,китайские простые обув лучше чем эти ,",Нет,Нет,"Я простой покупатель ,обув просто *** даже 3000 не стоить ,вообше не кому не советую,китайские простые обув лучше чем эти ,"
5,Симпотичные но на узкую ногу,Нет,Нет,Симпотичные но на узкую ногу
5,"Хорошие, но узкие..",Нет,Нет,"Хорошие, но узкие.."
5,Достоинства:отличные кроссовки!,отличные кроссовки!,Нет,Нет
5,Очень качественная обувь. Спасибо производителю. В размер.,Нет,Нет,Очень качественная обувь. Спасибо производителю. В размер.
5,"Обувь отличная, соответствет фото, качество тоже отличное, идут в размер, рекомендую)",Нет,Нет,"Обувь отличная, соответствет фото, качество тоже отличное, идут в размер, рекомендую)"
5,Классные кроссовки. Мужу очень понравились,Нет,Нет,Классные кроссовки. Мужу очень понравились
2,"На фото конечно намного интереснее.Они все пятки покрасили моему мужу ,даже через наски перешла коаска, очень жаль что их уже нельзя вернуть.Потому что один раз одел муж .Все больше не будем покупать эту фирму 👎",Нет,Нет,"На фото конечно намного интереснее.Они все пятки покрасили моему мужу ,даже через наски перешла коаска, очень жаль что их уже нельзя вернуть.Потому что один раз одел муж .Все больше не будем покупать эту фирму 👎"
1,"Ждали доставку 2,5 недели. Ужас.... отказ....",Нет,Нет,"Ждали доставку 2,5 недели. Ужас.... отказ...."
5,"Хорошие, но для сибири, надо потеплее.",Нет,Нет,"Хорошие, но для сибири, надо потеплее."
5,На вид не плохие.,Нет,Нет,На вид не плохие.
5,"Кроссы класс. Очень красивые визуально, на ноге очень аккуратно выглядят. Но на узкую ногу. Рискнула взять мужу. На его далеко не широких ножках при примерке было узковато. Но они так понравились, что решили оставить. После нескольких одеваний стало гораздо лучше. Но опять же это с учётом того, что нога узкая. У кого пошире не вариант. А так кроссы просто огонь!",Нет,Нет,"Кроссы класс. Очень красивые визуально, на ноге очень аккуратно выглядят. Но на узкую ногу. Рискнула взять мужу. На его далеко не широких ножках при примерке было узковато. Но они так понравились, что решили оставить. После нескольких одеваний стало гораздо лучше. Но опять же это с учётом того, что нога узкая. У кого пошире не вариант. А так кроссы просто огонь!"
5,"Красавки хорошие, качество отличное, из натуральной замши, могу рекомендовать",Нет,Нет,"Красавки хорошие, качество отличное, из натуральной замши, могу рекомендовать"
