review_rating,review_text,review_text_plus,review_text_minus
5,"Достоинства:Мужу понравилась подошва, сказал не будут скользить, и ортопедические стельки. Мне понравилась подкладка, она тепленькая.
Недостатки:Больше мерят и воняют
Комментарий:В целом очень понравились кроссовки. Муж долго выбирал из двух моделей. Отказались в пользу другой пары, которая больше подошла по размеру.",,
1,За четыре косаря так маломерят... Вы шутите? Разочарован....,,
4,"Достоинства:В размер
Недостатки:Сначала купите самую большую жёсткую ложку для обуви - потом заказывайте подобную обувь.",,
3,"Под левой пяткой появился скрип, если там есть пустоты с перепонками как в дешёвой обуви, то скоро пятка сломается, так было, буду надеяться что зиму дотяну. Не разнашиваются, по прежнему натягиваются туго (брал в размер, в отзыве написал берите на размер больше - ошибся перепутал с другими) пятка от манипуляций с ложкой чувствует себя не комфортно, в целом ощущение что они не то - что разнашиваются, наоборот за ночь высыхают и становятся меньше, т.к стали хуже обуваться и поджимают в целом.
Первоначальный отзыв",,
4,"Достоинства:Что не сошлось у нас. Взаимности не получилось. Мужу не понравилось, поэтому отказ, хотя выглядят кроссовки не плохо и тёпленькие.",,
5,"Достоинства:Советую 42 размер в размер лёгкие, удобные, всё хорошо.",,
5,"Достоинства:Комфортный в использование, мягкая подошва, стильный вид",,
5,Достоинства:По виду качество на высоте! Удобные .,,
5,"Достоинства:Отличные кроссовки, но маломерят. Перезаказ на больший размер",,
4,"Достоинства:Получила кроссовки дутики, оказалось не тот цвет, заказывала черные, положили светло коричневые. Честно говоря, так не хотелось отменять заказ, азяла, дома померили, подошли и хорошо, но не приятно, что с цветом - не то прислали, а ждать возвратные деньги 10 дней - это слишком, раньше 3-5 дней, а теперь не дождешься. Это тоже повлеяло в целом на удовлетворение покупкой. Поэтому снимаю одну звезду за неудобства для клиентов.
Недостатки:Из недостатков - не тот цвет доставили, очень долго ждать свои деньги за возврат, да еще не за свой косяк
Комментарий:Рекомендую к покупке, стоит брать на осень - еврозиму",,
5,"Муж доволен. Удобные, лёгкие, теплые на ноябрь месяц. Хорошее качество. Соответствует заявленным характеристикам.",,
2,"Достоинства:Удобые.
Недостатки:Очень сколькая подошва. Ходить не возможно. Из-за этого такая оценка.
Комментарий:От 0 до -10 градусов комфортно. Ниже скорее всего ноги замëрзнут.",,
4,Недостатки:Обувь Конечно хорошая но не для высокого голеностопа,,
5,"Достоинства:Соответствует описанию. Первые ощущения-восторг. Понравилось все, и цвет, и форма, и как сидит на ноге. Полный комфорт. Хотя при заказе хотел заказать другой цвет, но забыл его выбрать. Этот тоже понравился. Огонь.",,
2,"Достоинства:Качество хорошее
Недостатки:Маломерят
Комментарий:На ноге сидят хорошо. Перезаказала больший размер.",,
5,"Достоинства:Подходят на широкую ногу, для меня важно. С виду сделаны хорошо, время покажет.
Недостатки:Есть запах то ли клей, то ли материал такой, посмотрим.",,
5,"Достоинства:Хороший материал
Недостатки:Пока не выявил
Комментарий:Хорошие качественные кроссовки сразу начну носить",,
5,"Достоинства:Нормальные кроссовки, легкие, без дефектов, мужу не подошел размер. Как будто большемерят.",,
5,"Достоинства:Классные.прочитали ,что маломерят.заказали 43-и утонули.перезаказ на размер меньше",,
5,Достоинства:Кроссовки отличные.Рекомендую,,
5,"Достоинства:Качественные, оригинальные, удобные 👍👍👍",,
3,"Достоинства:На вид приличные
Недостатки:Очень едкий запах, соответственно будут вонять ноги",,
4,Недостатки:Кривые швы.,,
