review_rating,review_text,review_text_plus,review_text_minus
5,"Достоинства:Офигенные
Комментарий:Ноге оч удобно!",,
1,Недостатки:Подошва треснула на 3 неделе использования,,
4,Недостатки:Не маломерят по этому взял на размер больше оказались не много большие,,
2,"Недостатки:Неудобные, это какую пятку надо, чтобы она не выскакивали? До конца не шнуруются, качество материалов низкое.",,
5,"Мне очень понравились, но сын не оценил поэтому возврат. Сзади не понравились белые штуки",,
3,Недостатки:Жёсткая подошва!,,
5,"Классные, взяли этой же фирмы с другого цвета мехом)",,
5,"Достоинства:Сыну понравились. Для кавказской зимы вполне подходят
Недостатки:Пока нет",,
2,"Недостатки:На 42 размер заказала 43 с запасом на 1, тк указано что маломерят , присали 44, спасибо 🤝 зимние галоши",,
5,"Достоинства:Очень👍 теплые, не скользят.",,
5,"Хорошие, жаль, не угадали с размером. Перезаказала.",,
5,"Достоинства:Тёплые, размер подошёл
Комментарий:Отлично",,
5,Мальчику понравились🌹,,
1,"Достоинства:Нет
Недостатки:Нет
Комментарий:Не красивые",,
5,"Достоинства:Тёплые хорошии
Недостатки:Шнурки быстро развязываються",,
5,"Брали сыну, ему понравились говорит немного узковатые но почти не ощущается. Носит, нравится. По мне так были бы повыше вообще классно было, а так сегодня пришёл с прогулки ноги мокрые снег попадает.",,
4,"Достоинства:Симпатичные кроссовки.
Недостатки:Немного скользит.",,
5,"Достоинства:Лёгкие,прошитые, теплые при -15, дальше посмотрим.",,
5,"Достоинства:Мальчик мой носит с удовольствием. Тепло ножкам. Спасибо.
Недостатки:Шнурки не понравились, заменила сразу на шнурки- резинки",,
5,Недостатки:Моломерят,,
3,"Недостатки:Качество на 2, шнурки просто приклеены, сын в шоке. Однозначно отказ",,
5,"Достоинства:Отличный кросы но много меха , да я читал что с мехом но не ожидал так. Одел вроде хорошо сели но я подумаю )",,
5,Хорошие качественные 👍,,
5,"Достоинства:Написано,что маломерят на 38 взяла 39 сыну,но пришли полноразмерные",,
5,"Достоинства:Очень понравились на внешний вид 👍👍
Недостатки:Недостаток – очень маломерят. Поэтому пришлось отказаться, к сожалению.
Комментарий:Рекомендую продавца и товар.",,
5,,,
5,"Достоинства:Теплые, не скользкие совсем!!!
Недостатки:Пока не нашла
Комментарий:Соответствует Размерной таблице, на свой 38 взяла 39, всё отлично! Совсем не скользкие!! Для сибири это +!! Ноги не замерзли, хоть и прошлась не мало! Советую!",,
5,"Достоинства:Хорошие, но предпочтение отдали другой моделе",,
5,"Достоинства:Ребёнок доволен, говорит мягкие, комфортные.",,
1,Недостатки:На подошве уже краска,,
